price,location,listingid,updatedprice,title,reviewCount,rating,type,photos
1054,Slater,49,0,fuga eos veniam,233,4.56,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
529,Patchogue,50,0,inventore vero rerum,116,3.53,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
651,Central Islip,51,0,officiis autem commodi,29,4.96,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1115,Jerusalem,52,0,minus qui dolor,109,3.45,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
827,East Branch,53,0,eligendi ipsa voluptatem,30,4.97,private room,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
171,Susquehanna,54,0,earum eos nulla,29,4.95,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1087,Grand Terrace,55,0,impedit distinctio exercitationem,223,3.75,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
942,La Junta,56,0,est illo molestiae,133,4.02,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
707,Pinehill,57,0,laudantium qui sapiente,258,4.06,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
244,Rapid City,58,0,rem distinctio optio,18,3.61,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
99,West Sunbury,59,0,sint totam mollitia,129,3.96,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1153,Goleta,60,0,iste delectus reiciendis,120,4.37,shared room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
372,North Salem,61,0,veritatis quod libero,173,3.90,shared room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
651,North Royalton,62,0,sed maxime omnis,156,4.81,private room,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
482,Wewahitchka,63,0,quis velit sed,102,3.40,shared room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
439,Rockwall,64,0,tempore nihil quisquam,75,4.05,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
441,Blountstown,65,0,minus numquam et,5,3.30,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
178,Edgerton,66,0,sed et molestias,219,3.32,shared room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
314,Marengo,67,0,molestiae sapiente eligendi,267,3.92,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
520,Hastings,68,0,maxime tempora minima,297,4.06,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
473,Malden,69,0,consequuntur distinctio deleniti,129,4.13,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
328,Westhampton Beach,70,0,odit soluta nobis,290,3.48,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
252,Katonah,71,0,modi quis consequuntur,42,4.99,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
834,Eagle Lake,72,0,animi dolorum suscipit,196,4.25,private room,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
278,Manheim,73,0,porro vitae explicabo,123,3.08,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
866,Exton,74,0,molestias aut consequatur,198,3.57,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
668,Houston,75,0,et temporibus ut,76,3.17,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1130,Auburn Hills,76,0,reprehenderit explicabo itaque,293,4.60,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1046,Kane'ohe,77,0,id at qui,240,4.40,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
962,Martinez,78,0,optio dicta asperiores,270,4.82,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1153,Duncansville,79,0,provident nemo provident,15,4.98,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
379,Falmouth,80,0,officia consequatur accusamus,241,4.70,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1053,Valley Park,81,0,fugit voluptatem atque,145,4.82,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
777,Saint Johns,82,0,dolor et repellendus,169,3.68,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
565,Fairport,83,0,omnis est in,156,3.19,private room,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
545,Clear Fork,84,0,omnis et qui,178,3.49,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
577,Kingsbury,85,0,vero nesciunt ullam,123,3.89,private room,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
49,McHenry,86,0,asperiores asperiores rerum,218,3.43,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
574,Lincoln Park,87,0,repudiandae accusantium et,26,3.99,private room,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
623,Cottontown,88,0,qui tenetur quia,93,4.35,private room,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
1004,Stockholm,89,0,ad non voluptas,249,3.25,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
940,Whitehouse,90,0,dignissimos similique nulla,252,4.03,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
856,Rowesville,91,0,non est rerum,276,3.11,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
410,River Falls,92,0,non iusto doloremque,94,4.26,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
574,Fort Gibson,93,0,quo libero fugit,17,3.50,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
154,Jamestown,94,0,facilis laudantium aut,161,3.15,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
752,Canyon,95,0,cum aut autem,98,3.02,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
212,Henniker,96,0,quaerat nihil architecto,163,3.93,shared room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
790,Euclid,97,0,explicabo sequi deleniti,228,3.95,entire place,"['https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
107,Leominster,98,0,quibusdam rem qui,55,3.77,shared room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment','https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
953,Fort Bragg,99,0,exercitationem vitae quaerat,160,3.44,entire place,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
482,Apache Junction,100,0,esse quae facilis,186,3.17,hotel room,"['https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment', 'https://loremflickr.com/320/240/apartment']"
